InstanceIndex,Output,Classification
443,26.0,1
444,17.6,1
445,27.8,1
446,27.4,1
447,28.450001,1
448,26.0,0
449,27.8,1
450,19.5,0
451,28.2,1
452,19.5,1
453,28.0,1
454,28.0,1
455,25.8,1
456,16.8,1
457,31.4,0
458,24.700001,1
459,18.9,1
460,26.2,1
461,26.0,1
462,32.700001,1
463,27.8,1
464,28.0,1
465,26.6,1
466,17.6,1
467,26.0,1
468,27.8,1
469,26.0,1
470,27.4,1
471,27.8,1
472,27.6,1
473,20.2,1
474,26.2,1
475,27.8,1
476,22.000999,1
477,26.0,1
478,20.8,1
479,27.8,1
480,28.0,0
481,26.0,1
482,34.5,1
483,18.799999,1
484,26.0,0
485,26.2,0
486,27.6,1
487,30.35,1
488,32.650002,1
489,24.4,0
490,26.2,0
491,27.6,0
492,19.85,1
493,20.1,1
494,18.799999,0
495,28.0,0
496,28.0,1
497,26.2,1
498,34.150002,1
499,24.4,1
500,28.0,1
501,23.75,1
502,23.6,0
503,26.2,0
504,32.700001,1
505,18.1,0
506,28.0,1
507,34.799999,1
508,26.0,1
509,18.1,1
510,26.0,1
511,26.0,1
512,19.6,1
513,27.8,1
514,34.200001,1
515,26.65,1
516,27.6,1
517,27.8,1
518,27.4,1
519,27.4,1
520,26.0,1
521,25.209999,1
522,32.900002,0
523,18.8,1
524,25.209999,1
525,28.0,0
526,34.5,0
527,34.799999,1
528,27.8,1
529,34.799999,1
530,26.0,0
531,28.2,1
532,26.0,1
533,27.8,1
534,28.0,1
535,26.0,0
536,36.599998,0
537,34.599998,1
538,18.8,1
539,26.0,1
540,27.8,1
541,20.75,1
542,16.8,1
543,26.0,1
544,24.1,1
545,29.500099,1
546,27.4,1
547,33.5,1
548,18.799999,0
549,26.0,0
550,26.2,0
551,26.2,1
552,16.8,1
553,26.0,1
554,27.8,1
555,21.5,1
556,33.400002,1
557,28.0,1
558,28.0,1
559,28.2,1
560,21.5,1
561,27.8,1
562,32.549999,1
563,26.0,1
564,28.0,1
565,27.6,0
566,28.0,1
567,19.1,1
568,34.200001,1
569,26.0,1
570,28.0,1
571,26.0,1
572,21.6,1
573,26.0,1
574,20.2,1
575,25.8,1
576,26.2,1
577,32.700001,1
578,26.0,1
579,21.5,1
580,20.1,1
581,28.0,1
582,27.6,1
583,32.650002,1
584,26.0,1
585,34.200001,1
586,23.5,0
587,28.450001,1
588,29.9,1
589,21.6,1
590,34.799999,1
591,28.0,1
592,29.9,1
593,28.0,1
594,20.75,1
595,27.8,1
596,27.6,1
597,25.200001,1
598,21.5,1
599,19.6,1
600,18.9,1
601,34.599998,1
602,34.150002,1
603,28.0,1
604,27.4,1
605,25.200001,1
606,34.799999,1
607,26.0,1
608,26.6,1
609,27.6,1
610,18.1,0
611,22.0,1
612,28.0,1
613,26.0,1
614,26.2,1
615,27.8,0
616,26.0,1
617,26.6,1
618,18.799999,1
619,26.0,0
620,27.8,0
621,28.0,1
622,30.35,0
623,28.0,1
624,36.599998,1
625,27.8,1
626,34.150002,1
627,34.5,1
628,27.8,0
629,26.6,0
630,21.6,1
631,27.8,1
632,26.0,1
633,29.9,0
634,30.35,1
635,26.0,1
636,29.500099,1
637,30.35,1
638,32.900002,1
639,22.75,1
640,23.75,1
641,26.0,0
642,23.500099,0
643,18.1,1
644,27.8,0
645,22.000999,1
646,26.0,1
647,26.2,0
648,24.700001,0
649,25.2,1
650,20.75,1
651,27.6,1
652,27.4,1
653,28.0,1
654,28.0,1
655,25.2,1
656,33.5,1
657,26.2,1
658,31.65,0
659,32.900002,1
660,20.2,1
661,19.1,1
662,20.2,1
663,26.2,1
664,20.75,1
665,28.0,1
666,33.5,1
667,27.6,1
668,28.450001,0
669,28.0,1
670,29.9,1
671,26.0,1
672,34.5,1
673,33.400002,1
674,26.0,1
675,16.8,1
676,25.209999,1
677,27.8,1
678,32.549999,1
679,27.5,1
680,20.8,1
681,22.75,1
682,24.4,1
683,27.6,0
684,28.0,1
685,28.0,1
686,23.799999,1
687,18.9,0
688,24.700001,0
689,26.0,1
690,27.6,1
691,26.0,1
692,27.8,1
693,27.4,1
694,28.0,1
695,26.0,1
696,31.4,1
697,26.0,0
698,26.0,1
699,26.0,1
700,26.6,1
701,34.200001,1
702,16.8,1
703,20.2,1
704,28.0,1
705,26.0,1
706,22.000999,0
707,22.000999,1
708,17.6,1
709,27.4,1
710,21.6,1
711,33.400002,1
712,27.5,0
713,28.0,1
714,18.8,1
715,26.0,1
716,20.75,1
717,25.2,1
718,33.400002,1
719,32.650002,1
720,27.8,1
721,25.8,1
722,25.2,1
723,29.5,1
724,16.8,1
725,26.0,1
726,24.1,1
727,21.6,1
728,27.8,1
729,32.700001,1
730,23.799999,1
731,28.0,1
732,26.2,1
733,32.650002,1
734,19.1,1
735,29.500099,1
736,32.700001,1
737,26.2,1
738,23.799999,1
739,18.9,0
740,20.8,1
741,27.6,1
742,28.0,1
743,26.0,0
744,23.799999,1
745,28.0,0
746,20.1,1
747,28.0,1
748,23.5,1
749,22.75,1
750,34.5,1
751,28.450001,1
752,34.5,1
753,18.9,1
754,26.2,1
755,27.8,0
756,18.9,1
757,23.5,0
758,18.799999,0
759,26.0,1
760,32.900002,0
761,34.799999,1
762,27.4,1
763,32.650002,1
764,36.599998,1
765,27.8,1
766,22.000999,1
767,26.0,1
768,26.0,1
769,28.0,1
770,36.599998,1
771,20.75,0
772,26.0,1
773,27.8,1
774,23.5,1
775,20.1,1
776,27.6,0
777,26.0,1
778,26.0,1
779,19.1,1
780,34.799999,1
781,25.2,1
782,27.8,1
783,28.299999,1
784,28.0,1
785,28.450001,1
786,30.35,0
787,25.2,1
788,19.6,1
789,26.2,0
790,24.4,1
791,28.0,1
792,18.9,0
793,19.200001,1
794,26.2,1
795,36.599998,1
796,26.2,1
797,27.6,1
798,28.0,1
799,34.200001,1
800,33.5,1
801,27.6,1
802,28.0,1
803,25.2,1
804,28.0,1
805,28.2,1
806,33.5,1
807,27.6,0
808,27.8,1
809,20.2,1
810,26.2,1
811,25.8,1
812,27.8,1
813,28.2,1
814,27.8,1
815,21.5,1
816,26.2,1
817,26.2,1
818,26.0,0
819,28.2,1
820,31.65,1
821,26.2,1
822,23.75,1
823,27.6,1
824,27.8,1
825,28.0,1
826,26.0,1
827,20.8,1
828,30.35,0
829,32.900002,1
830,27.0,0
831,26.0,1
832,27.8,1
833,19.85,1
834,34.150002,1
835,28.0,1
836,31.4,0
837,32.549999,1
838,29.500099,1
839,26.2,1
840,30.35,1
841,17.6,1
842,26.0,1
843,26.0,1
844,30.35,1
845,27.8,1
846,27.8,1
847,26.2,1
848,28.0,1
849,27.5,1
850,20.2,1
851,26.0,1
852,33.5,1
853,29.9,1
854,29.500099,1
855,24.700001,1
856,34.150002,1
857,29.500099,1
858,25.209999,1
859,24.1,1
860,28.0,1
861,24.1,1
862,16.8,1
863,26.65,1
864,26.0,0
865,23.5,1
866,26.2,1
867,23.5,0
868,26.0,0
869,34.150002,1
870,19.1,0
871,27.6,0
872,27.6,1
873,33.5,1
874,34.5,1
875,27.5,1
876,27.6,0
877,31.4,1
878,22.4,1
879,26.2,1
880,28.0,1
881,34.200001,1
882,27.6,1
883,27.8,1
884,28.0,1
885,23.500099,1
886,30.35,0
887,20.8,1
888,26.0,1
889,28.0,1
890,33.400002,1
891,25.2,1
892,26.0,0
893,26.0,1
894,27.8,1
895,23.5,1
896,26.0,1
897,18.799999,0
898,20.2,1
899,27.6,1
900,32.700001,1
901,34.5,1
902,28.299999,1
903,29.9,1
904,34.200001,1
905,29.500099,1
906,27.6,1
907,26.6,1
908,27.8,1
909,28.0,1
910,25.209999,1
911,28.0,1
912,25.209999,1
913,27.8,1
914,28.0,1
915,19.5,0
916,20.8,1
917,27.8,1
918,29.9,0
919,18.1,0
920,30.35,0
921,26.6,1
922,25.2,1
923,26.0,1
924,28.299999,1
925,27.6,0
926,28.0,1
927,26.2,1
928,23.799999,1
929,32.900002,1
930,34.599998,1
931,27.6,1
932,28.0,1
933,29.5,1
934,26.2,1
935,28.0,1
936,21.6,1
937,26.6,1
938,28.0,0
939,25.2,1
940,20.8,1
941,27.8,0
942,29.9,1
943,34.599998,0
944,28.0,0
945,18.9,1
946,24.700001,1
947,28.0,0
948,31.65,0
949,24.4,0
950,26.2,1
951,27.4,1
952,17.6,1
953,26.2,1
954,26.65,1
955,27.8,1
956,25.2,1
957,27.6,1
958,19.5,1
959,27.4,0
960,31.65,0
961,30.35,0
962,22.75,1
963,26.0,1
964,28.0,1
965,26.2,1
966,32.900002,0
967,29.5,1
968,27.4,1
969,28.0,0
970,18.8,1
971,27.8,1
972,28.0,1
973,23.500099,0
974,33.5,1
975,27.8,1
976,26.0,0
977,18.1,1
978,19.85,1
979,23.8,1
980,23.5,1
981,27.8,1
982,19.6,1
983,34.599998,1
984,28.0,1
985,28.0,0
986,26.2,1
987,20.2,1
988,26.0,1
989,26.0,1
990,21.5,1
991,27.6,1
992,19.200001,1
993,26.0,1
994,21.6,1
995,27.5,1
996,29.9,0
997,27.6,1
998,21.6,1
999,28.0,1
1000,27.4,1
1001,19.5,0
1002,28.299999,1
1003,31.4,1
1004,29.9,1
1005,26.0,1
1006,27.8,1
1007,27.8,1
1008,34.5,0
1009,19.1,0
1010,26.0,1
1011,27.8,1
1012,33.400002,1
1013,26.0,1
1014,31.4,0
1015,26.2,1
1016,27.6,1
1017,27.8,1
1018,26.2,1
1019,29.5,1
1020,27.8,1
1021,26.2,1
1022,27.8,1
1023,22.0,1
1024,31.65,0
1025,20.2,1
1026,18.799999,1
1027,23.5,1
1028,27.8,1
1029,28.0,1
1030,25.8,1
1031,28.0,1
1032,17.6,1
1033,27.8,1
1034,19.85,0
1035,27.8,1
1036,28.299999,1
1037,19.5,1
1038,21.5,0
1039,26.0,1
1040,32.700001,1
1041,26.0,1
1042,26.0,1
1043,21.6,1
1044,25.2,1
1045,28.0,1
1046,27.0,1
1047,27.6,1
1048,26.2,0
1049,34.599998,1
1050,19.85,1
1051,25.209999,1
1052,28.450001,1
1053,26.6,1
1054,21.6,1
1055,27.8,1
1056,20.1,1
1057,28.299999,1
1058,18.9,1
1059,19.200001,0
1060,32.650002,1
1061,24.4,1
1062,28.0,1
1063,27.6,0
1064,25.8,1
1065,25.8,1
1066,26.6,1
1067,31.4,1
1068,20.75,1
1069,27.6,1
1070,27.0,1
1071,27.8,0
1072,27.6,1
1073,27.8,1
1074,28.0,1
1075,26.6,1
1076,24.4,1
1077,16.8,1
1078,27.8,1
1079,23.799999,0
1080,28.0,1
1081,26.0,1
1082,22.000999,1
1083,28.0,1
1084,28.299999,1
1085,25.2,1
1086,28.0,1
1087,28.2,1
1088,22.75,0
1089,27.8,0
1090,26.0,1
1091,28.0,1
1092,27.5,0
1093,28.299999,1
1094,27.4,1
1095,25.2,1
1096,18.9,0
1097,19.200001,1
1098,28.450001,0
1099,28.0,1
1100,20.75,1
1101,26.2,1
1102,28.0,1
1103,27.8,1
1104,26.0,1
1105,27.8,1
1106,21.5,1
1107,28.0,1
1108,27.6,1
1109,27.6,1
1110,28.0,1
1111,20.8,1
1112,26.0,1
1113,26.0,1
1114,28.0,0
1115,32.650002,1
1116,19.5,1
1117,24.700001,1
1118,26.2,1
1119,18.799999,1
1120,28.0,1
1121,27.8,1
1122,17.6,0
1123,22.75,1
1124,27.8,1
1125,28.0,1
1126,26.6,1
1127,21.6,1
1128,26.2,1
1129,26.0,1
1130,22.75,0
1131,26.0,0
1132,26.0,1
1133,26.0,1
1134,27.8,0
1135,28.0,1
1136,19.5,1
1137,26.0,1
1138,25.2,1
1139,27.8,1
1140,28.0,1
1141,28.0,0
1142,21.6,1
1143,26.6,1
1144,23.5,0
1145,27.8,1
1146,23.799999,1
1147,25.2,1
1148,23.5,1
1149,22.75,1
1150,21.5,1
1151,26.0,1
1152,27.6,0
1153,28.0,1
1154,25.2,1
1155,28.0,1
1156,26.0,1
1157,28.450001,1
1158,29.9,1
1159,23.799999,1
1160,19.6,1
1161,24.1,0
1162,24.1,1
1163,33.5,1
1164,20.2,1
1165,28.0,1
1166,28.0,1
1167,32.900002,0
1168,34.599998,1
1169,26.0,1
1170,32.900002,0
1171,29.9,1
1172,24.4,0
1173,26.2,0
1174,27.0,1
1175,34.5,1
1176,26.2,0
1177,28.0,1
1178,26.0,1
1179,26.0,0
1180,26.2,1
1181,26.0,0
1182,27.8,1
1183,29.9,1
1184,22.75,1
1185,27.8,0
1186,19.85,1
1187,27.6,0
1188,32.700001,1
1189,30.35,1
1190,24.1,0
1191,17.6,1
1192,26.0,1
1193,28.299999,1
1194,23.500099,1
1195,20.2,1
1196,26.0,1
1197,21.6,0
1198,27.8,1
1199,34.150002,1
1200,18.1,1
1201,26.2,1
1202,27.8,1
1203,29.9,1
1204,26.0,1
1205,27.8,1
1206,22.0,1
1207,26.2,1
1208,32.700001,0
1209,25.200001,1
1210,32.650002,1
1211,19.200001,0
1212,27.8,1
1213,25.8,1
1214,27.8,1
1215,18.1,0
1216,29.5,1
1217,19.1,0
1218,32.900002,0
1219,28.0,1
1220,27.8,1
1221,20.2,1
1222,27.8,1
1223,25.2,1
1224,26.2,0
1225,29.500099,1
1226,28.2,1
1227,29.9,1
1228,28.0,1
1229,19.1,1
1230,23.5,1
1231,19.200001,1
1232,26.0,1
1233,28.0,1
1234,18.9,1
1235,28.0,1
1236,26.0,1
1237,29.5,1
1238,27.8,1
1239,28.0,1
1240,28.0,1
1241,19.1,1
1242,26.0,1
1243,25.8,1
1244,27.6,1
1245,31.65,0
1246,29.5,1
1247,31.65,0
1248,34.150002,1
1249,18.799999,1
1250,26.0,1
1251,32.549999,1
1252,21.6,1
1253,34.150002,1
1254,32.700001,1
1255,29.500099,1
1256,28.2,1
1257,26.0,0
1258,33.5,1
1259,26.0,1
1260,26.0,0
1261,20.75,1
1262,22.000999,0
1263,34.799999,1
1264,26.0,0
1265,26.2,1
1266,28.0,1
1267,34.200001,1
1268,16.8,1
1269,18.9,1
1270,20.1,1
1271,33.5,1
1272,27.5,1
1273,28.299999,1
1274,27.8,1
1275,27.8,1
1276,28.0,1
1277,27.8,1
1278,18.799999,0
1279,30.35,0
1280,26.2,1
1281,26.65,1
1282,26.0,1
1283,24.700001,1
1284,22.75,0
1285,26.2,0
1286,28.0,1
1287,31.4,0
1288,26.0,1
1289,23.500099,1
1290,32.700001,1
1291,30.35,0
1292,28.0,1
1293,25.200001,1
1294,26.0,1
1295,27.8,1
1296,36.599998,1
1297,19.5,1
1298,27.8,1
1299,16.8,1
1300,28.0,1
1301,26.2,1
1302,18.1,1
1303,27.4,1
1304,28.0,1
1305,30.35,0
1306,27.8,1
1307,25.200001,1
1308,29.500099,1
1309,31.4,0
1310,25.200001,1
1311,32.900002,0
1312,24.4,1
1313,27.6,0
1314,27.6,1
1315,20.8,1
1316,26.2,1
1317,27.8,1
1318,34.799999,1
1319,18.8,1
1320,28.0,1
1321,34.799999,1
1322,23.5,1
1323,19.6,0
1324,27.6,1
1325,28.0,1
1326,18.799999,0
1327,27.8,1
1328,27.6,1
1329,27.6,1
1330,26.0,1
1331,28.0,1
1332,26.6,1
1333,26.2,1
1334,27.8,1
1335,28.0,1
1336,26.0,1
1337,26.0,1
1338,28.0,1
1339,27.8,1
1340,18.1,1
1341,27.8,0
1342,26.0,1
1343,28.0,1
1344,22.75,1
1345,16.8,1
1346,25.2,1
1347,26.0,0
1348,26.2,1
1349,24.1,0
1350,28.0,1
1351,21.5,0
1352,27.8,1
1353,28.0,1
1354,30.35,1
1355,28.0,1
1356,34.599998,1
1357,26.2,1
1358,26.6,1
1359,34.5,1
1360,27.8,1
1361,26.0,0
1362,26.2,1
1363,29.5,1
1364,27.6,1
1365,31.65,1
1366,32.650002,1
1367,27.6,1
1368,27.8,1
1369,28.0,1
1370,26.65,1
1371,26.0,1
1372,26.2,0
1373,25.200001,1
1374,30.35,0
1375,34.200001,1
1376,21.6,1
1377,26.0,1
1378,27.8,1
1379,32.549999,1
1380,19.200001,0
1381,31.65,0
1382,26.6,1
1383,27.8,1
1384,32.900002,1
1385,28.0,1
1386,22.000999,1
1387,30.35,0
1388,18.799999,0
1389,20.8,1
1390,19.200001,0
1391,31.4,1
1392,27.8,1
1393,28.0,0
1394,27.8,1
1395,29.9,0
1396,29.9,1
1397,20.8,1
1398,25.8,1
1399,27.6,1
