Input1,Input2,Input3,Input4,Input5,Output
37739.91988436968,-5156.347099231232,-107648.45715200178,88852.98503483407,-154197.7656970161,31.399999618530273
26038.97382123179,2073.325515436584,-57127.82842691603,49244.538583105874,-61114.13621293639,31.399999618530273
23795.17476095779,5661.955827458285,-30352.503718889046,32161.779622045375,-38151.055805761585,31.399999618530273
114255.88538443818,-434292.1838943547,-71811.21068235661,347509.1699182511,-263687.5000175029,31.399999618530273
46570.8883068027,-107627.5359310614,-97542.27028891156,111418.93549242835,-119921.66015621168,31.399999618530273
23949.695884944435,-18903.289666879245,-100670.9172707808,67713.63509389483,-139325.91405132762,31.399999618530273
120796.40036294528,-248948.78615367418,-45499.16893736526,208956.4046229293,-229175.00983515792,31.399999618530273
57057.47660627018,-78796.1195806654,-99088.07213497197,107062.4614494611,-151253.11815412762,31.399999618530273
16416.33533044768,-50209.02828110342,-56155.98788624049,47487.232262948404,-79941.84395161363,31.399999618530273
353670.35102606175,-195483.1514895351,23274.318892621715,341936.539275922,-222973.53300719702,31.399999618530273
101653.16931564738,-304250.83332292264,-230299.39018897302,270094.73984090355,-292355.79848633107,31.399999618530273
144414.1737210889,-506345.24684316164,-9678.628440831142,314309.98967130884,-67970.5966640075,31.399999618530273
35698.30780486583,-98340.63098778769,-143225.89556960747,118295.59884631903,-141338.90495739665,31.399999618530273
46446.62329131972,-30252.478134213303,-170068.5129132946,142281.06986173987,-151480.89664887585,31.399999618530273
23511.7569592882,32267.76703227596,-59977.61205449631,56735.20546210276,-73816.56815383537,31.399999618530273
62078.83790095115,-11971.013590262162,-39374.83072432502,146391.76818093486,-19376.23365850126,31.399999618530273
94766.83610497016,-22280.975178114786,-11652.117655109556,210316.9502685148,-15875.783718182622,31.399999618530273
97237.03329704073,-535650.9135157977,710218.3953695594,602640.7861220199,310272.29958792304,23.500099182128906
8309.583656897341,-330787.9166090909,333359.67345237866,206410.45037444157,285810.0420463681,23.500099182128906
24898.178287104634,-203737.56553881607,196517.77972211447,128538.24496023581,174151.4634062494,23.500099182128906
26842.73373621998,-132696.97882232885,129262.2589491689,153247.14551107836,77353.44309449443,23.500099182128906
19769.020078063142,-80975.32643733008,83337.66878032927,107592.11741336048,63943.79201017089,23.500099182128906
103553.82175633057,-267107.59623808955,589220.8378878717,546255.9549037735,426913.4689253624,23.500099182128906
15000.423857292746,-216575.7785582798,339942.2607557477,155126.7260572892,291642.5599080218,23.500099182128906
29695.544458915443,-108278.3301268484,127185.18731498842,197181.6119518394,50417.726430839946,23.500099182128906
63790.23064823603,13065.013708272083,-109110.32152111067,26463.43328351963,43137.668710561076,34.5
14005.033143461229,24837.66650869411,-4641.963335224685,26119.58194010811,-34471.46815703301,34.5
34910.57969265497,-9601.85849587179,-129117.24851468115,61976.74893073455,60666.06847495166,34.5
14921.167773781992,-5035.266589361315,-15133.439018010858,67895.0853579714,-13492.53908616669,34.5
93094.62678100496,32598.91845757873,-259138.689759162,122322.87245487238,76014.34106620308,34.5
23661.03972989694,38522.352361707344,-53573.919699413396,60426.25413852308,-1575.1946033366935,34.5
18817.68285435325,15158.20802144192,5928.338477747617,60324.2844339744,2609.8165063442816,34.5
69778.80156802206,42582.202554751806,-155439.72992197992,99725.35250972149,15476.124312514385,34.5
22614.636068009662,19506.829939218263,-19445.587810108213,73558.59358070529,-2135.1863603985244,34.5
32223.69092848009,43805.71602920257,-94729.43921512777,100161.5268776095,-80527.02637105233,34.5
32462.14794470983,12627.404735275977,-11797.147070726205,40899.335372364214,-16255.429364688589,34.5
77343.89078881723,-39935.64140151467,-36817.55525673213,130854.40165341321,-74280.52665362679,34.5
196254.6962393526,599720.6013856512,1796046.1685043157,1080712.616689604,121985.81661888963,24.100000381469727
122868.6312314054,203818.91945740403,872387.5208092765,408393.7695281582,272733.32945005794,24.100000381469727
38326.48472129217,93207.91153495466,336910.3268222932,97968.55798360638,301698.5863907535,24.100000381469727
36756.69529475078,75408.62988410801,266255.67658923974,60202.1269269034,207963.9993052526,24.100000381469727
13566.39626914701,32150.211743958407,128089.03091599568,33209.48634143163,115789.24644859476,24.100000381469727
43237.6302629992,63061.764271030974,2005817.98420956,1475417.974392524,125893.04969785447,24.100000381469727
52269.88293027159,175095.07407125388,1244482.6034106782,869824.8023639322,243487.81019966543,24.100000381469727
22571.336884664855,113274.94738287915,279770.3022722539,33192.641855333095,326572.5147256527,24.100000381469727
28357.749015824753,45295.92875435468,125128.22059438146,47561.665964673244,46854.65775190251,24.100000381469727
107420.76651615762,-103447.59384363292,-54651.00388462884,152264.23071711967,-27291.599326579042,31.649999618530273
22697.484778909744,7893.276367002447,-26582.45133190935,26095.59414872229,-86634.19558753043,31.649999618530273
10506.792254094351,4619.5469588537735,-9965.912747281724,20976.771667397654,-41512.83732726524,31.649999618530273
73963.88960052506,-299607.6227255908,-62627.11849655251,347933.62255345075,-350939.4904383874,31.649999618530273
89164.88373155257,-25273.139588408507,-70416.59663958247,71137.40106336294,-256798.19656845316,31.649999618530273
42990.12695338244,19403.184136498887,-64519.751479076986,74387.47362309475,-172142.58381034277,31.649999618530273
110506.30461887392,-31094.07184564038,-28472.532840860178,131334.3208982823,-503277.0290390464,31.649999618530273
35698.544918684354,-3544.6668618797116,-35549.26910185938,126360.60134383377,-360881.549376147,31.649999618530273
99653.38652299574,-44962.27763741893,72219.91504988376,297739.0660768245,-212505.50580224875,31.649999618530273
43976.38915137795,-55901.301007138325,-31655.42220571671,59266.78784313122,-168034.20588661736,31.649999618530273
28952.804428190735,-11115.647994182424,-34551.92353931278,41863.547359571894,-136061.8352592406,31.649999618530273
159410.57266491075,-399100.89848034154,130807.99589512672,102964.4931602487,-353210.8875706643,31.649999618530273
93249.60459369967,51953.59671257881,-31543.910307588183,106423.15196236157,-245068.45897260815,31.649999618530273
191802.54620490706,-150355.570600282,-10488.806834779658,260460.5765686319,-179302.72701282808,31.649999618530273
69373.83711345223,-45531.51144490539,-41396.57676304436,85540.51901960347,-281108.4231442794,31.649999618530273
37244.161177926726,-5987.444889020752,-47579.35515202712,68869.32817959893,-116621.70047074353,31.649999618530273
23076.134654895966,818.555373583161,-19220.232222422437,37591.22928671368,-44857.1405244933,31.649999618530273
140957.56561574945,-199091.4719006025,232815.66510005682,-12023.771598482685,54778.00771404282,32.70000076293945
44209.15344966376,-4724.793295201963,89797.45194179966,74775.83043867303,-63243.63667666031,32.70000076293945
54926.84968785937,-42613.52789175991,99719.15472670103,107611.08601002573,-73941.63594932298,32.70000076293945
23959.163483181615,-3470.8716233789,27004.82135396332,90852.03629519371,-40526.77240384814,32.70000076293945
28364.631595435876,-42621.55022182751,108847.74550844688,53459.948129479766,-26856.11942001987,32.70000076293945
85639.9653944769,-201161.77076127657,230734.07692758893,131703.6558564131,61702.57180272599,32.70000076293945
26460.266552692912,-25781.02507618839,32451.241233288547,-6721.376223864753,-72527.80278803791,32.70000076293945
10067.713533868671,-16508.9977640128,-2353.320904566259,59681.32218532381,-29938.944383025573,32.70000076293945
14632.869016001792,-7928.301446583206,-5217.822008201889,18168.990422173607,-36158.54282304107,32.70000076293945
14420.73165244728,-143600.7683278086,121487.45154051959,23260.67818622376,-208629.5713190226,32.70000076293945
23314.76157981327,-15155.540243850008,24773.817388499338,17437.53369482057,-77785.66980621741,32.70000076293945
12940.930965982243,-21218.94042787134,18468.266589097093,-405.5739052205346,-66532.35156758326,32.70000076293945
53936.51089457898,-186789.21209904642,263190.45323421876,115137.32709500538,-5845.954964937208,32.70000076293945
18580.37464084025,17504.20363783227,28456.23061466003,88386.60323961294,-34271.94614901835,32.70000076293945
77880.38694377491,116832.37543655776,8632.678482947962,158481.81000848114,38060.60820143164,34.150001525878906
22236.793241318013,44284.61426962098,35231.547480615336,87101.79180635,-125005.70380373173,34.150001525878906
20631.85655785726,26840.159734001772,22608.76679431802,67039.95693681708,-59373.14849739121,34.150001525878906
56309.72196255877,94990.60717533156,81681.96155660947,203847.49223421366,-100293.87182575387,34.150001525878906
15567.098752588669,51520.081404538374,25338.09500682368,95382.88539718027,-119881.47690797014,34.150001525878906
105061.57677974319,138069.87187858316,9862.772624035952,191787.28433566654,-85236.53560997697,34.150001525878906
26094.8886891835,91440.62010959868,19861.48708564759,111033.83896876812,-178735.66704244525,34.150001525878906
95202.81302606562,140254.7846428769,26455.76185315664,198603.36431859393,-122034.62817457483,34.150001525878906
46114.517529034536,36909.651713421415,7507.677508424353,79290.82614571897,18091.929388956116,34.150001525878906
82135.549781563,179716.331479224,6555.168931774146,163767.20247591348,-6312.3393862484145,34.150001525878906
5091.312076740871,29497.95357160747,7298.125077655857,56770.884973117376,-43205.92513211152,34.150001525878906
56329.03968700735,-92610.44189239402,249332.4902426763,307392.0933132883,-86464.48701955509,25.200000762939453
7411.830509792346,-15950.851502760728,98889.63086694301,63343.978416188445,-31155.349049061453,25.200000762939453
28835.378945916917,-16476.39240823389,173375.96992330553,110710.53445668395,-33013.27265175204,25.200000762939453
27024.093339632767,-9264.473106754154,65391.33642896974,47619.16193024279,-26098.935470359273,25.200000762939453
49289.22246870336,-21311.96258691566,452869.7583245261,469210.6255676154,-186225.68548541618,25.200000762939453
52609.04514987662,-19287.87827324126,164695.37080833374,102839.24589559787,-51556.88524431653,25.200000762939453
103400.03602075437,53489.127674617135,152848.42040733073,387034.0122456725,-186267.68371520602,25.200000762939453
12862.227509903612,25806.044914778184,36781.48811877702,56301.283609057755,-30168.7387424042,25.200000762939453
12505.578273134284,10595.815930413995,25292.91172072374,30862.987740594377,-21020.14653775639,25.200000762939453
92133.47401884035,-55129.741623080576,394506.40169774677,331214.4148327745,-118882.02913049633,19.850000381469727
48325.49994869579,32334.16222607663,184911.52369665884,169485.3508616676,-59218.254672292875,19.850000381469727
17782.73893734536,-14796.224151273555,98523.11768355645,136542.86756866437,-12798.106601514524,19.850000381469727
50017.8432844867,-617618.2357419741,80468.18855881164,294795.6186937771,21046.757205030623,19.850000381469727
25193.66339867618,-37949.06446300065,110708.42169289436,161500.62635025824,-8027.403177358274,19.850000381469727
10011.478203564599,-1082.224323506739,59767.33546329965,84789.27417642111,-14330.05522847995,19.850000381469727
5654.9355777976525,-103499.60188116583,66032.4775594529,180435.54808545843,21239.383962473217,19.850000381469727
22578.678989115222,-10935.265679468985,39649.30392746157,107945.41021932442,-12566.036347940508,19.850000381469727
15115.233864966409,-5114.807666640983,16183.479268333733,75946.00098678224,-5930.703007759354,19.850000381469727
11057.576698891628,-7214.112860946748,5690.533456832945,53353.34426560812,-3727.8482519509516,19.850000381469727
88619.4324448388,176199.1415758368,342074.37209219916,458373.1197818596,-399735.02458970476,19.100000381469727
26113.816288749193,96203.78585380963,245585.6974943078,222528.38009926537,-89020.4663569531,19.100000381469727
27406.4723204467,155015.58533781636,414089.74891367945,164627.33056458327,7142.516156296488,19.100000381469727
11323.498450787865,34523.904409793045,204786.6614221965,82227.88654221316,123434.25476418395,19.100000381469727
54934.25922979802,-9655.609417435187,129297.35273192111,93949.45888116967,106731.2297813709,19.100000381469727
5738.476159588852,1864.8130273850059,91295.99472296769,40343.718384026346,57531.724990237344,19.100000381469727
67018.1184100578,-100883.05722144821,705306.4511591545,862029.3432538668,-95398.47037776622,19.100000381469727
22646.588642059454,114737.74132003539,230306.91139508947,152356.79641541254,76663.93647832934,19.100000381469727
42325.81164982541,28025.60545034641,131876.00044017524,101757.17916801065,61341.83299294286,19.100000381469727
27712.47918466067,-62420.442542391094,176195.7640574651,171049.24620083,-26754.3494457398,19.100000381469727
25969.871303484295,-19758.80312667179,155847.89388230795,117929.88546421146,-2185.5949297079324,19.100000381469727
9441.399098374777,-20807.901149703506,189632.16204934494,64843.35085028919,108011.3872754066,19.100000381469727
33560.82810006273,141260.52270889183,321827.8620416761,175774.18146616407,-74229.86532017094,19.100000381469727
66358.64479064736,-708381.5839078532,-103064.84171493772,425362.6159137191,144137.3283252702,19.100000381469727
40710.19197936967,44416.33013334206,278978.3488395041,180032.17661429296,96293.25360876936,19.100000381469727
16440.32107681846,-6016.333688457423,12185.803342387571,45368.799831777935,7984.9444257035875,19.100000381469727
144685.26763300863,37476.365937425726,-70106.5880839504,228340.23147004095,-76363.65722120686,19.100000381469727
94354.54911921459,-81225.52576677591,-902478.5154661065,256861.15250500516,370156.9586095896,29.500099182128906
44916.06164670242,-55567.11760248209,-110205.48608123537,12835.992096450245,17604.217900628097,29.500099182128906
42191.9071445766,-12597.410068307814,-72174.9785322177,-11401.44369965214,-479.78154957978984,29.500099182128906
20092.743066187453,-15576.615368013883,-79811.21764444461,12741.239240379278,-28234.403738327335,29.500099182128906
27860.94001095786,-24708.51398630447,-271799.2072713085,166374.92556718455,141815.7976962981,29.500099182128906
254658.09045783948,48586.11955717472,-781391.8985612864,148486.64478333734,174909.04905559978,29.500099182128906
54383.954661373384,-109752.06857607684,-514906.6768835758,71752.02668606528,-217232.41565030866,29.500099182128906
174003.7426061958,-122919.0962790496,-971704.4640213776,107277.17315744256,-608434.9780710185,29.500099182128906
218974.38884299007,-109668.83367036197,-323384.22295164136,47146.04322820958,-209972.0755836802,29.500099182128906
47135.233396042604,-65380.48841736757,-129818.81261956683,-22958.66990923267,-66750.9265084753,29.500099182128906
51299.67256025733,-33519.1666859163,-106028.18041646731,12751.59008247395,-78809.16064862676,29.500099182128906
105453.93498525507,-88852.50415244389,-478654.66064390127,79002.3310635731,-135464.47961516347,29.500099182128906
66446.22771824151,-80042.65102937966,-187943.5819440486,6791.312930689694,-108750.10065570928,29.500099182128906
69992.20905556371,176459.63818051695,381963.69127457455,213833.9941822251,269349.26702931884,23.799999237060547
18682.0042960091,115102.61453219403,318569.7474043215,97242.03002331207,279607.9896488681,23.799999237060547
10926.019858937208,48506.883869090445,240019.0483891177,109903.79502094588,116740.41328797975,23.799999237060547
11167.209465816311,77053.99183049971,151232.68355685772,39134.36412189984,128484.97425244568,23.799999237060547
27863.354161199015,-63771.72533335421,437269.89752036287,346778.96115817974,34238.61315268791,23.799999237060547
14037.878353105709,105743.95872764786,314474.03121629974,178129.98920885706,153012.937731147,23.799999237060547
17214.433092493196,49181.86610478232,204407.23700130536,127595.14591949311,27357.157485995827,23.799999237060547
122501.48212498447,62446.228418110695,840731.0133782681,741330.1815961652,-118371.1003878017,23.799999237060547
36168.86521737379,129768.43666081208,256857.19274818548,22030.20159510996,172094.7647091273,23.799999237060547
55576.092513134085,135380.0375044143,51204.42654841346,153907.29006744485,31126.178371847433,27.0
11432.275095802506,24259.253990066347,84645.43659130967,81267.11306077888,-4866.397263224587,27.0
85692.39158065588,316211.79280428874,25345.26547124568,446320.0186012583,126343.57778491257,27.0
26067.15955438548,58672.96867032115,133635.6285531832,186047.32010790356,-23935.157262789497,27.0
138104.59570483543,174965.97481642032,-287429.4266708511,383662.82795709325,69835.76950128068,27.0
79382.14328064646,95068.74601107954,-253257.9788492893,37401.48497033723,112011.43603542492,27.0
53404.41107560518,189015.97472726964,-60670.777544458986,98941.09622176141,69929.6280452295,27.0
42814.97205444662,148704.96515055155,-97630.80106459392,160929.1121149063,71062.43422861215,27.0
10863.06349553599,19856.725632180605,12055.84931778555,62182.54924526222,18496.291680634768,27.0
9921.454852523788,72692.23627307471,48808.831123679396,96118.51602180881,-97259.08042841023,32.650001525878906
17287.74596093704,12684.209985079602,-4477.985077110198,17466.003273618284,-48443.802463906264,32.650001525878906
26715.562368017472,34180.77793072642,34404.97625259632,79968.34050269348,-112463.96313359257,32.650001525878906
3537.3177125807974,17431.214190907016,-7001.584549868727,18158.44718980472,-85451.18908469066,32.650001525878906
15678.4223027083,49970.992932366564,15116.169313724778,82543.60359192415,-105515.06625322023,32.650001525878906
10544.011812878303,9431.658348634632,-13437.577138990144,22948.284812509344,-61255.10243638562,32.650001525878906
9597.131537285091,20121.195153931898,4318.71200441848,35088.71676602911,-62750.29390144307,32.650001525878906
24542.315643970534,31844.037170094405,3142.2286949334625,37047.26725555359,-62265.835543137204,32.650001525878906
31868.429373690862,22497.62152962387,46746.946726704875,99940.95157538557,-34416.37758456811,32.650001525878906
9200.66483455131,20002.074974946594,3473.79848368837,23431.3872674095,-43477.58489438982,32.650001525878906
15778.222589008546,13046.280250601465,-13260.05405407314,21374.147073976732,-55274.51910205051,32.650001525878906
31716.557154315233,21682.665937564696,-6610.010354962555,48935.00180148401,-18286.109947401394,32.650001525878906
116049.21820845979,-54405.13718943778,-56987.121314651,226145.5748686366,-16832.86737455442,26.600000381469727
9721.86573969516,-23660.243776350344,68776.68925435167,119993.57672661067,225661.92049980102,26.600000381469727
14927.930486930589,-12108.294904048611,32167.901991501632,89436.56071138433,89945.66028808457,26.600000381469727
32488.689389724612,36186.54931676752,132666.45983051942,191679.76443525462,122327.7214435841,26.600000381469727
7438.1968749490225,-11879.589577764522,56448.04943104128,74125.29513334102,42430.41276684053,26.600000381469727
40513.50791822038,-41273.565631774094,184474.68824958667,163975.18649568726,216643.38382210958,26.600000381469727
5202.301627784292,-12698.16321869651,116647.53531086454,133510.20038210816,67208.02443665265,26.600000381469727
18064.127745650534,-20875.857256549523,72102.92232343575,71089.72289277919,16240.33580600228,26.600000381469727
3712.5367385133163,-33121.635515393624,45592.45314362309,47394.29805772996,-11347.774411670709,26.600000381469727
10924.367243090745,-6393.914411165188,26243.4215626608,33328.562493951205,-11708.528282472573,26.600000381469727
43818.74268536076,-19896.991561831397,-18793.77767393407,20007.072529983903,-49642.86688537258,26.600000381469727
14157.57747377559,-8609.828036243627,33267.75240412201,41721.07390741614,-246.39991907948098,26.600000381469727
11053.62293830425,-82103.0598742997,51204.93676931411,35562.65682144423,69238.98756352768,26.600000381469727
147544.22549462557,-110959.34916526088,-99787.29510884729,152163.9732355297,80505.29575597448,26.600000381469727
18034.399608698885,-14746.141670073344,76606.3230215839,88470.78976525848,-30432.675656114418,26.600000381469727
17076.461033184532,-36103.34108801954,121977.67685344268,108166.4640057109,-10558.191628473549,26.600000381469727
12436.822737350714,-9090.259363909476,30829.328797336588,35935.93506886113,-6465.136278857873,26.600000381469727
25951.167435213967,54705.57506253731,-5016.142344544729,124936.25926874531,-48744.478921094356,26.600000381469727
14440.647643852637,-9220.937887541582,960.9643730555365,67324.71958276817,-43457.487219648094,32.900001525878906
33029.46845530689,-1466.3733380059539,671.9831945083727,84886.81276619915,-49747.37108369204,32.900001525878906
41040.948384415264,-711.9534495458049,204.70030090138494,143956.35425177193,-67825.3468771229,32.900001525878906
44446.135003660645,1374.395188849819,-9137.182882009845,152772.8161684261,-50053.76853412641,32.900001525878906
27605.857469922885,-1596.2475836557055,-2259.8949138899625,90884.60882464364,-46572.86426257298,32.900001525878906
8298.607507857134,8633.562241179745,6905.747502246325,42572.666696984445,-43649.05377206103,32.900001525878906
1944.578160050828,-45117.85061103253,-30732.41715562369,244088.00171991234,-128086.28263832351,32.900001525878906
36346.151007514854,-38094.12641549203,2410.9245538347614,83632.64867084773,-90332.28483224032,32.900001525878906
67845.74342430306,3991.2033450427434,72477.33360539972,460889.5457951614,-235936.4193760487,32.900001525878906
17961.29206277062,-65627.02343703849,18915.237377079276,182609.2863949096,-128156.06365878611,32.900001525878906
22311.521431165685,-10335.619479534107,-6139.4490930527645,68839.56584453768,-63151.97134956854,32.900001525878906
35385.420046329215,-52488.877232821374,34280.2214146938,155281.93278981227,-128978.81900804023,32.900001525878906
76294.9590186938,-68710.00061786345,107380.01445068658,328901.28412924,-187356.23121005893,32.900001525878906
54015.92624006899,6168.069455629874,69160.66892483686,305633.7964336796,-147446.6742814098,32.900001525878906
40964.52734937298,-10206.212442434702,88321.14767687005,264066.76154441223,-78873.49585101935,32.900001525878906
32977.543826183944,-151810.14941467115,63740.023304017275,544856.3069193563,-193989.4132419303,32.900001525878906
95621.87501357353,-143667.61570541843,146202.82422962497,641611.9203408499,-241862.27810973252,32.900001525878906
84883.82869899059,42297.06783403695,84580.9854014561,436623.04577158054,-189926.56932902848,32.900001525878906
53140.56373997953,-58062.561436292075,151735.26085933787,563199.280670235,-248539.58567669266,32.900001525878906
19877.332870159895,8336.412478370923,41596.454077224604,64343.225955794645,-45247.6247951381,32.900001525878906
378595.60357745196,66857.88969272409,-320862.13875406655,140088.12217671017,-67192.26223363826,29.899999618530273
117637.05102121798,76052.59717155749,-182081.23638598595,46067.434833813306,-106510.13446772448,29.899999618530273
65082.20014017807,44754.92116486258,-98291.95693644413,26421.812528447063,-80492.30162837204,29.899999618530273
774067.3566102802,-306482.1799077579,-382333.65249974735,575367.8408898232,59039.62052643732,29.899999618530273
282480.20365229057,60892.58422632178,-268537.928530912,145485.92610428005,-31077.858586755556,29.899999618530273
192534.12685070586,101093.4772448533,-208770.69603485096,86578.4982524871,-39601.65782753941,29.899999618530273
67169.7266347273,46959.6004481155,-155705.10039344194,79899.56685000741,-43836.524789407216,29.899999618530273
21473.486515178512,20712.008010175086,-87844.38372056645,43275.14130716892,-33441.6691831154,29.899999618530273
48997.76272589722,24155.177901803676,-75367.92294233898,37013.97026789673,-33737.50107210034,29.899999618530273
23856.059498856088,17799.193269481395,-59446.31350864421,36640.03826693646,-25097.93659974787,29.899999618530273
1468562.1476109314,817966.4837174055,-1054576.727380047,1061323.6915635157,-42384.3186830909,29.899999618530273
1013338.5054093747,538905.6416703219,-596222.6331284498,480764.7929530772,-65235.86025202059,29.899999618530273
613481.125722898,310871.9478682478,-405629.67472479085,326498.70583383547,-19366.993504415615,29.899999618530273
1733004.662010893,1063992.953342149,-1117168.8150077,1256749.909654226,18087.253391140162,29.899999618530273
628665.070414063,318948.9329094129,-485660.1683008306,396353.4816091982,11695.270269801516,29.899999618530273
607120.5342293215,68976.4260772873,-384450.4034926245,491133.29984385945,-37139.030866443834,29.899999618530273
2018974.1932132065,837146.0821730283,-818222.9453124091,693039.0432099121,-402020.876748885,29.899999618530273
1126835.536989306,504211.3489734855,-476980.11203649483,393041.38063737215,-204252.7373876041,29.899999618530273
84817.21636039986,-46350.65393121103,-444026.58776249667,477964.5315417495,33699.29167870345,29.899999618530273
225019.9952143528,38099.2031028011,-174291.83042342856,195465.40983077633,77811.54718890625,29.899999618530273
145271.03683867643,28583.985274445906,-153978.67831318267,118621.1084808734,38807.25832303386,29.899999618530273
