Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15,Input16,Input17,Input18,Input19,Input20,Input21,Input22,Input23,Input24,Input25,Input26,Input27,Input28,Input29,Input30,Input31,Input32,Input33,Input34,Input35,Input36,Input37,Input38,Input39,Input40,Output
107807.90088210267,52757.03421707181,84569.85661600647,63859.65991298599,75790.87876939592,50270.60132426331,-10948.873746359472,-12418.187199271673,84093.83466268062,44174.925700834145,-118795.76039378527,-15028.393846359282,21510.71730682338,63115.89805683092,-21049.841987762233,30636.5335587653,-58945.630744002534,37545.21935219949,20063.866875194057,27534.78353033101,77688.8037610279,72693.66421142321,-50062.28380295677,-74556.12492562404,3774.6191391494335,-35953.95842795926,8759.457128919325,-114993.14059283113,57842.17696188188,71121.67111103005,8757.376685394589,-19057.986840141148,3929.0567197129303,-40075.3090090901,40928.91280581772,-77187.71407813809,-49033.10946427821,73121.30362516348,-12513.317961876955,-26441.286180855626,19.200000762939453
367545.63003900164,-229446.51363350308,594534.1794512223,439829.69273340976,696272.7859652048,786009.5623970923,299927.31576970045,-205484.24638569402,-71225.82619913695,373266.5246048367,24443.27964311142,183487.0405657011,420389.0832321858,-38605.107371037244,-121414.82194241285,-140438.69882499246,-133808.37790603974,-268852.64654307306,-34390.61547626669,-81762.33019925126,218260.9027836207,-255981.40107031734,-528879.6507568168,-485925.45482162,402268.69537771726,-91837.38561015596,341932.306148542,-48526.053855346494,134685.4334072711,141105.3256967585,44943.879568129705,337030.59430637426,-270239.00496073335,306216.2997738789,179598.3176201775,-946452.4985220758,-143374.59365292639,153298.46908970442,38323.51574573623,489976.8317812468,28.299999237060547
89533.03053710071,16455.975982102318,232020.30299037936,153676.69927422237,267051.18571587256,289001.9275632109,18840.6656962179,35751.05319113485,-21460.68100340126,244886.36392692145,-80724.29574569516,33271.867289727255,117566.78138633406,93958.31337529262,-21752.871162104173,-53553.81273516191,-93132.61223520493,-11638.307995053801,36785.127881871784,42019.27013515483,-1536.4141706385194,-14205.646299250857,-162692.30511217858,-197531.8590917132,37693.39479852808,50459.28615169808,101798.5884693838,-15992.294480601642,134984.7698579768,29103.61751974774,-56543.7629525417,249387.68816839246,-85117.08264793953,57134.792953346216,-18863.592173011104,-260021.33932070984,4191.084649900803,109549.5357968007,-14495.196828826465,69466.95700398636,28.299999237060547
68287.66166975362,28810.38745848628,95781.66185240513,108119.583167023,156740.42872846778,171943.44225538545,12738.488041404278,27279.404694729055,-28796.659380050227,137692.5916483112,-42023.30694954292,-6902.3751134765525,67354.29602826673,59347.62923753378,-14405.740304968296,-3358.087962446001,-70715.672095759,-14623.442618948828,4302.738887381702,24254.46254467227,48810.636518930034,-2746.200855184139,-61244.94423138014,-149560.92101958764,15748.960550208953,55196.7092345058,45437.387507485764,-40703.90302598115,69167.07640989112,22945.141411208828,-15273.462994189653,128663.08838232092,-77786.283586535,8265.81112879015,-8726.407011098332,-169807.12063400997,-7357.094387182062,53563.19074542832,6454.504519500616,6447.645819595809,28.299999237060547
245702.15437563803,-73996.94068735062,336280.6047623618,319097.5705111042,396581.93995835073,525639.102324357,181628.47591050455,48203.79174251541,-4134.9059018006765,359501.84549262904,115192.9373099276,95044.02171710764,235219.5606049479,54147.31675690573,-6486.8096368460765,-103449.17977443688,-110774.99676853379,-156016.39487696547,75766.93054218758,27023.385998930087,181484.50863413664,-50335.26118988171,-246827.52712066355,-391967.95496696775,130270.75641067605,43623.96264970249,257784.93551447615,-56499.301884155015,113604.84640729046,107029.9116595358,14211.7059302798,341401.5785823501,-122010.37744296524,164538.59240304542,17354.33804600475,-529133.3505313288,-9707.41761358758,49513.791953721215,-48880.88249177746,200522.36512734793,28.299999237060547
102236.76202478395,-18930.483181099706,105054.4964433127,170991.9315075345,149362.57381575613,184022.07179302032,50542.82370606862,5373.293660865321,-453.79026732492093,96084.31495104749,41035.86040239563,6982.880575548697,40897.54761649487,64377.330087777314,-24782.157835896363,20022.78086063149,-106543.37973631942,-28727.197761778134,21851.42564248586,46913.926119698546,135531.02664422058,22890.943011514926,-3453.20117762801,-226917.13171797042,-437.71713298053703,-25608.21324851741,-32571.66729143234,-45950.08530224166,56885.83925999787,90339.13440493665,50089.34770615071,-4226.355943021663,-58454.95239753762,3326.2053918142738,74181.58565936207,-158949.78204225717,30050.26028932516,40469.36529845647,60461.97555798374,-32766.180723001118,28.299999237060547
73166.25479680982,46288.435099314775,35885.50216489085,74027.48959661461,106335.62612239219,114109.90081026785,-3992.6443948225897,2056.3908572835153,-52944.183802355896,75065.68104428556,-43378.61749648307,-6720.464797779921,32263.158463494237,40884.232171138865,-4184.629510162071,-13876.103230060633,-70205.42543727686,-2935.1040795985273,2051.023111350219,62828.525926080496,81107.78185733533,27501.637219208114,-12722.196187581678,-137767.95218009036,-23523.07371327294,-2771.314933687977,-28854.678990622604,-52926.358085408465,31394.71580174197,37762.19247935564,12261.364557174957,55514.33649448549,-50489.445732315326,779.5391064067455,14837.896890035447,-99476.05082121187,5929.627426809971,37442.81228297346,25002.16905995364,-31596.930589682088,28.299999237060547
74458.93668554522,-35221.34509059662,161796.30759814446,92442.67639101025,230955.99055168228,205001.51348180685,-9631.651444843403,-31780.600372000317,-18011.898156412084,112093.24907093898,-116770.12789895323,40478.09402441584,109746.15582964486,88069.08045582328,-27720.535767984587,-59782.579697117435,-66868.7146514904,-36603.6364646827,-28594.315772741524,58796.98669392915,60911.922830502655,-10192.22864080565,-145704.29519824078,-115874.4048557827,3033.8166340576217,-37615.83901605396,47273.01312814642,-5788.346164357736,116418.71368904586,56668.27044047989,-65785.54824827317,180050.91829665657,-117530.52808896574,13327.870158600983,15864.146917841801,-235128.65565374994,-36381.45951772529,57971.45482746952,-42025.25244321204,90565.36059658557,28.299999237060547
192102.38189286215,-53029.93154182161,110080.30674856271,-94784.88460272583,25169.145515649005,192391.24977665045,156005.95552771023,-14251.530498545617,-49647.59441184326,75652.64940157882,-63271.88583397066,13127.59623274675,179253.11958548494,42231.78629626625,-42476.92822627396,63583.72650548746,-226871.5122402242,-72533.3230849089,18962.239016423304,-21685.478781730293,102286.2899948674,26141.047129997973,24048.54103548131,-173099.39234310415,284837.9095244982,83297.71390566534,115091.37304004467,-31326.851719822836,51568.772775342695,10924.05245721802,-18309.858080307342,-42831.0674007392,-196802.10204908694,58011.44175236454,90573.90809402458,-178709.01927226715,25901.14278105314,23852.795163626524,117420.8105417902,40154.20331269076,28.299999237060547
113431.05928236038,20286.49003113847,178996.48668073647,147506.05911503543,280427.26412663166,270468.909120376,30864.746071399448,1985.404263964104,-27433.070502058672,184550.49360559665,-76898.53415947962,31617.724351057408,95446.032908682,71595.69733348936,-11619.199961058595,8697.968802880856,-94312.93791164714,-29753.60040442817,3249.2862605794458,53673.13460092386,66858.13323615334,-31233.868694346565,-86483.85576156265,-206737.8240867795,14962.714868582714,2742.616109885522,27114.39494149079,-49951.367769382574,101245.89023652673,37557.002138776435,-27146.25870894876,151127.51985680344,-151882.2902683251,16483.240747018426,39861.14779657829,-243269.0986273617,-9034.400488634541,111367.63138668849,41189.68697425217,30488.482957177173,28.299999237060547
147667.2364769221,-95009.552600196,135906.10893394056,41923.25842107458,196666.43687071447,252121.72925628608,64345.92373164776,-26007.40458968244,-43172.81748018601,35611.143973045626,-26698.246183983534,-23369.393655314365,166696.63234367076,-11318.20769998933,13111.461703748391,46463.09216739479,-242930.24399510142,-187159.92115836323,-4893.439111429894,17179.371508460823,188045.79770513365,207.20602267133714,8821.830863562014,-246157.70774577654,46835.828268229,28969.98358858755,102290.35349476531,23413.166302886515,-1176.9303948358438,29527.825404382733,40340.56479745765,155080.9488176914,-77154.36872236435,149387.35389377852,81974.21847007613,-332367.2918548496,48724.74042661368,-63412.44248153612,73497.94772901206,83963.78502079731,28.299999237060547
216509.77055323348,-115831.56625232668,376268.1147964246,253494.45215559794,409784.2056592647,414682.02380503534,124584.05001917183,-43264.67098629343,-15143.696980800441,173416.00911012455,18113.637119806193,7761.87059253812,225559.89345492356,76614.62151314062,-45875.375924769454,-54634.3433747392,-134622.7169505226,-12121.664477052907,54522.34155788538,45460.04556253582,139335.15452693249,-80327.27153402152,-239855.94819811455,-262315.4614535119,194130.72716974793,-69384.33606903539,215769.46376198437,-90480.2073955042,87036.73377207365,108079.76871214881,38353.87835417371,233079.30809632115,-155537.89236810248,193746.92599309637,71416.39742992926,-528651.1630686753,5528.523815503015,134778.1325512851,13665.279501900926,126186.29487207909,28.299999237060547
76526.83060697102,-523.6960680060615,89154.81289707051,86223.12271855777,158288.61211115608,158507.8430041426,-27826.38942538122,12675.890905472068,-32308.149926521568,67390.19426854409,-73993.7798541498,-10688.25838958523,82791.4995056755,69663.36451644878,-9417.494055447474,-1059.0234087290403,-116586.59286540381,-20004.182171806584,2812.010331496247,45134.93230445874,46137.4477425747,21095.791000646237,-69714.32629787367,-109783.99119874575,18226.59820628866,17261.63175161764,20351.058060850366,-27818.559566711585,58193.846970658335,58665.098277347286,-28433.516036631063,102415.52014111371,-76496.36417299969,7770.067143340224,15494.88555199574,-159318.0518525186,-18139.350915929608,58989.908068558085,-21371.59964293137,4408.3062915458295,28.299999237060547
32405.806396117754,41358.69885109196,61292.698403784525,44506.98208690279,93134.6608700732,74530.32736689548,-26755.0994438142,25938.519022626526,-24331.136414987603,79553.67330803604,-70488.94997329396,3724.8571343750255,37156.923368858086,58605.50339580535,-24788.363972615614,-5781.670516339943,-62553.689210031225,18850.85226864907,5588.187905015304,18826.87053009455,2559.7893355264346,17351.735794737655,-35838.445205253396,-61221.72902151643,-2028.3439860419467,31279.18655529223,-9894.365957477956,-30751.04903290992,72480.00676118501,20846.143419423395,-31125.69426576057,62398.502861942165,-46761.046712479285,-23016.62107937176,770.1010790089001,-67403.08474872918,-5892.245545378171,73381.4024644987,-22.191817132784763,-9499.859488697599,28.299999237060547
30542.08832785023,12293.111916303113,12996.741525259231,6401.200182131788,41162.52194050077,34342.58178339398,-6871.243906300548,-3538.6642183976555,-15320.441888660562,11090.252804282254,-28764.276710342874,-3439.738334876774,7961.354487440234,18387.068040551356,-9478.26454823776,21189.460945576444,-56211.25047768453,661.8152190969954,6286.030623617296,15008.540701406544,28195.620046078806,20169.701826482775,15203.605924206393,-46736.55996325022,3642.025543023281,5763.501862054514,-17547.0434905409,-19819.5498588203,4825.106869465755,9562.48206152716,11318.651185675464,-11393.938973394092,-24064.89698898429,-11348.170154699203,19906.604764523632,-36010.998915936056,-10145.595802122487,30598.059410333088,21220.29595424529,-26079.962349365363,28.299999237060547
344431.2471548851,-170331.40629684695,223164.24968474405,199198.38281307474,437463.30848323985,556784.3654681302,201351.56008818292,-43677.45891635982,-131659.78782100684,135990.13708552296,113144.70674422069,5242.47064310567,367900.87835617125,-56792.56285268192,77290.04208522805,-601.6902822153065,-268841.37317427574,-386470.77803888574,19393.93530576575,-60108.61549609739,294159.73432587954,-119194.73361960686,-180624.85912669226,-456474.79430358706,216756.50203010684,110822.47524217724,299842.49315224646,8418.461475156746,-2667.7281264649932,86643.49554699131,135815.8578268698,409870.90152430563,-122582.6750704157,283894.56702735304,24362.787559124747,-659051.950850236,23620.563829142127,-120890.10096013827,3508.6628496501703,265008.05988506426,28.299999237060547
109898.59812895762,5020.624108457185,41632.235317392275,93426.00973398505,121409.66604074457,135482.18008477797,22378.73491715216,6527.904069316991,-44806.26395410036,35492.274060647185,15500.166259608912,-9962.501445932363,65359.61097452614,32835.39545615361,-10158.746143554323,4339.853355018289,-91362.79739449115,-45617.2257489381,11768.00622842065,37082.284494056315,100247.07908854225,6176.092758017925,-14280.934197173605,-146990.59097259087,16748.132373340795,9671.613717914961,15458.2164076057,-37661.59169877527,14592.663983743236,50338.90232684945,36065.74280833781,74293.84365524897,-35594.1098036782,28355.42188384651,13639.538151029807,-146050.8410365133,5734.702728375316,30888.943448801554,25537.902250190833,-5258.836884377548,28.299999237060547
54395.17556618301,-10264.352827428573,18814.88308464385,27770.645242314356,50859.3548105381,52069.555288420284,15594.114735441242,-10593.557544827043,-20203.97435872842,10756.111540416035,5542.889041389331,-442.91891111739204,23756.041493845038,18167.53600668306,-17544.816055431304,18886.984411759368,-58825.098621013654,-28993.77078531807,-2357.34804797848,12734.699043800785,56163.36423353417,-1819.944985432025,13218.85231732383,-77865.29998047398,12440.929564059328,476.3248081463946,2492.504364790043,-29032.562467801905,-2508.0971761124747,12528.299531513767,32690.706136857018,3387.693765145153,-26888.838672143407,-2392.202593580715,10859.866688913771,-76455.17119854035,-6180.90719019039,-172.17911409291162,11568.584975064996,-17287.161889616516,28.299999237060547
98244.87712008547,844.0478857019677,15585.891560927616,8234.647996742997,118692.57154777757,122481.05569454894,127762.74887332546,99625.4616274159,-698.7294157667648,52857.855523362916,159440.53348017638,-72493.25860357255,262550.6014340513,23063.633640059237,-75636.17923691218,31620.075319084037,-214108.21596499378,-40039.65275676152,205057.98024657436,-45233.524957821915,-63093.09945947199,19296.807867572486,74377.410410499,-44003.458522006644,462625.90107673773,78058.74871707351,9495.12480006768,10021.110839756797,118219.64361812049,-41942.596653010354,-59922.10887260076,-147976.10583174182,3832.2140476667537,-77450.65158719324,-28999.41478203358,-91229.32602980945,-74974.43328817643,83624.0886434261,29468.782624640076,33984.812079827585,34.20000076293945
31032.53364376729,55264.7277829267,-7152.741012737821,-38745.174771448554,3224.148310429833,29541.850111143936,35716.70662264811,-13267.335947358764,-13793.92715063591,20720.53596170202,12537.94128252291,-2931.4312133232456,74826.13151112234,-32721.161930700906,-49022.931260044264,17370.196424503734,-127115.84881085504,2753.853315426684,44713.841998323966,-19198.76738759852,-20091.166230523722,18928.766497874203,44059.45821294729,-15679.259583961215,137014.86208254643,38623.24660908924,-41541.31549052741,2776.582656853007,-652.9428806732445,-63944.52039561624,9104.00361968107,-49329.44283430045,16655.28294205914,-10476.277388993081,-35036.83281486409,-29285.158258362306,14807.772990344467,25059.6436580048,31641.877838166703,15894.50584778915,34.20000076293945
16008.340229525395,53637.05024505653,-15523.140849534482,-50912.70101638641,20986.841755322082,38648.6752769506,31181.093667476383,-41312.31966729642,13359.319557097846,-4021.6364394422494,-1632.5162660861452,-3594.0689366675033,73020.12323555481,-16172.107055231492,-29424.673045228297,49860.4187534998,-98891.63413832223,18250.758010013178,20427.092584841866,-15593.805239530582,-296.54181731977894,4445.247649936672,20377.258372654742,-31200.647055639613,88675.87076771876,19123.0727278749,-5875.203832856956,-6054.043941054331,3778.036650536061,-22431.677611035127,-19446.952684117852,-47303.92151131853,15331.423626772572,-16061.229298778366,-29878.049722104028,-36662.66351480025,-4392.613364023316,35701.019132690315,2026.79580651441,-13946.99759216973,34.20000076293945
13876.896983846993,30382.0707972596,-10565.55567234335,-14327.594128588993,24689.853741874525,20642.228099622927,19628.86517321221,-22622.94391298122,-1290.476245607617,6631.015364336451,-4232.7187409383905,4187.426632165931,38094.07438389633,4212.947412515204,-19643.56921178969,26198.144233187493,-52733.982412753896,10956.990332497375,16191.974909678851,-18402.654067806136,-6727.678153000938,25509.485413032824,6574.195214579375,-20150.146528552472,56231.458458138455,10751.774560112533,-8775.770543245384,-12266.717789747561,3001.7427290975365,-88.3711964027188,-3857.0005452148916,-36086.12971442882,-4935.586193148713,-3983.339154910201,-965.1731741552435,-25019.851183632174,-15797.968408644592,31104.218187108043,7086.840255920397,-11428.398251439314,34.20000076293945
41970.127702194804,-28936.93465405432,86338.15444388235,36623.916909760876,127995.45006062262,65985.30049436292,42085.275650141964,19797.418376111495,9690.767844787417,92070.6149506703,68615.94471136143,62343.309442672646,86641.80049195091,71910.96780595438,-70591.05412862671,81248.65113558994,-124733.38313257619,34532.663937650046,50866.311678928316,-8705.614153780458,-16374.293317839209,43264.09164508585,15603.740116221757,-68216.40187574056,152899.89386280367,55364.315154763324,10938.692044012936,-65268.451428117725,48182.26476956454,36674.703735984454,16239.280449380323,-65308.801076195494,-74584.51351748168,-29868.3860339886,15904.883625032635,-76120.3019205642,-49761.55401465347,121678.0357844433,26821.93815468129,-33142.450649340855,34.20000076293945
21120.37205596859,75164.3480650521,-4396.79254474316,-32046.34708620063,58276.04173448336,43892.294385472065,42631.06992979903,-7468.301188708852,-26987.119882700146,36390.362348569375,59977.42384824971,4092.20717822739,156776.97751375224,-35337.585216839565,-45850.64408392726,21087.009479845783,-111945.9258331095,45588.92443447378,6759.405106848237,-61007.99214830279,-39884.63861629825,38876.88143390846,31973.776265593457,4857.956866474742,144599.85049476338,49954.44985038516,-57438.090594392124,-11637.735849448476,-12612.151134074396,-53402.97860360705,-5298.606112458757,-74689.47923085417,48650.614387039626,4859.421106856318,-45395.72098237986,-28464.610343609933,-11990.40360031321,51231.74646928082,-18005.94124841982,-26783.78745976046,34.20000076293945
42895.46448164822,-15750.680956560474,29124.57539757216,54681.06022602821,88668.82456777005,22955.6426939436,104582.4769044769,56631.26536243718,80515.15029104559,22694.452443364997,91361.87118513664,23264.466380968206,95038.49542478682,16063.509728825542,-11323.347164831928,85244.1069464917,-95528.64419303575,-25284.07985802259,114258.30123000474,-27366.177987217015,-14037.27174398214,43032.67294662724,68918.83341101289,-35397.67571809749,235439.18987366653,42473.550907354,20741.259954229346,-45252.48501973802,93895.17993966797,53288.36067456303,-4361.751036583911,-56775.035763900254,-95832.58800444467,-28379.31049175924,-41681.63969934601,-97244.58603812376,-97291.12554573921,95045.76386341405,54006.182839739646,43582.366965842135,34.20000076293945
16876.655860389503,58328.91402441668,-19994.383746537973,-39047.23339435201,-3918.2371402059525,17303.71626081061,25132.94094132459,-32755.813855835222,-33490.349725673164,9720.12883791941,22020.611518308986,-503.1686258917241,67873.90150695946,-31902.892694974496,-41634.22519358537,33027.58405289796,-110159.27303795499,20205.900010939495,23835.0751085121,-30919.18028009388,-21342.640302300963,36102.482315437635,53560.54890335097,-3506.399045093757,114521.56012157685,39211.80766154046,-30691.749155543497,-679.6793212828136,6192.35656318789,-38290.696318241215,3331.3930395755115,-43554.260804055564,24461.96447285211,-4946.075360822533,-50451.828513490254,-39917.6911661817,-1600.0316991929758,30049.65841456469,-4970.62876002268,-560.5351926263618,34.20000076293945
42556.36178171233,94825.96611721853,14047.33217345072,-65720.64391205227,96478.96568870974,121847.09852142046,87221.80367868999,-30357.16722456458,52713.964744196135,28691.76911258677,45078.26776875096,-34611.97715538267,208467.7506351099,-4748.436371492514,-67712.64178473323,109155.02847278502,-262662.4492481652,50796.74161339722,141081.26672476513,-2060.914298446855,-29371.07039334295,-4214.876098821153,75940.24341930683,-31521.307499591756,310457.93450997,44698.30802170108,-11955.50411378633,-7128.513315032892,77200.34855660732,-48664.17171366192,-34672.58715627894,-151446.30995146328,-14634.441205256207,-98612.44959499077,-78637.89364084875,-88441.27244592199,-61494.98708091697,56635.035063750256,43963.59614898659,28617.415368084155,34.20000076293945
10773.766772709114,37401.75208179427,-5492.2183228316735,44.75955854735639,7978.535485092619,32785.25279562139,26992.90749484666,-50535.876357867324,-27815.432988030203,12607.053248571223,25817.59221192266,15165.039132186626,60476.92242089819,-30294.128202347958,-41514.93511287906,31903.894675394546,-91506.19600231045,30239.28757857652,3298.700258177368,-62677.545005351414,-15496.298644423321,41753.870209591245,34301.50343424458,13042.062995022017,82467.13655132196,20382.08051561935,-12373.584998212094,-16641.41801902783,26691.044930942873,-3001.707368982314,14044.686473384356,-52342.812391698004,362.816125772589,-22009.51068740964,-61853.05333140834,-49613.69370382776,-17177.8629665234,26389.28071433585,-1167.9058120909972,1663.7796653469693,34.20000076293945
16283.50170504015,109385.36794066474,-36014.14677519707,-96412.86892346763,31701.090272435842,63658.13476454126,63660.987658401435,-33335.75167097445,17971.05063874923,24980.4881723704,-17234.158089338987,-47243.02118652965,131803.455438683,-55615.316899222365,-38227.7780773133,77403.4379069586,-189442.2113086228,23427.040840338694,41577.380564159284,-11268.596267304387,-53424.360695755335,-4024.267825899347,56656.70595690262,-47136.545845084096,181142.4673357595,45463.10751660363,32661.43454614791,47236.22300997328,19349.01641176943,-113513.20104699627,-34425.95375324262,-87728.58508303271,28056.256880633147,-4509.618728069136,-96683.51860880408,-81141.16732150872,-8494.042762894065,47474.29775043194,23700.909261507535,30495.860084378644,34.20000076293945
